,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
1541,1923,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1542,1924,72,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1543,1925,259,HighSeason,[4-7],Standard,[0-160],[2-2],True
1544,1926,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1545,1927,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1546,1928,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
1547,1929,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1548,1931,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
1549,1932,72,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1550,1933,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
1551,1934,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1552,1936,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
1553,1937,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1554,1939,171,OffSeason,[2-3],Nonref,[160-260],[5-inf],False
1555,1940,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1556,1941,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1557,1942,211,HighSeason,[2-3],Nonref,[160-260],[2-2],True
1558,1,260,LowSeason,[4-7],Nonref,[260-360],[5-inf],False
1559,1943,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
1560,1944,239,LowSeason,[2-3],Standard,[160-260],[3-4],False
1561,1945,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1562,1946,135,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
1563,1947,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1564,1948,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1565,1949,200,HighSeason,[2-3],Standard,[260-360],[5-inf],True
1566,1950,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
1567,1951,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1568,1952,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1569,1953,188,LowSeason,[4-7],Standard,[160-260],[2-2],True
1570,1954,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1571,1955,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1572,1956,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1573,1957,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1574,1958,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1575,1959,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1576,1960,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1577,1961,29,OffSeason,[4-7],Standard,[260-360],[3-4],False
1578,1962,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1579,1963,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1580,1964,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
1581,1965,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1582,1966,29,OffSeason,[4-7],Standard,[260-360],[3-4],False
1583,1967,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
1584,1968,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1585,1969,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1586,1970,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1587,1971,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1588,1972,235,LowSeason,[2-3],Nonref,[160-260],[3-4],False
1589,1973,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1590,1974,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1591,1976,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1592,1977,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
1593,1978,69,OffSeason,[2-3],Nonref,[0-160],[2-2],True
1594,1979,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1595,1980,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1596,1981,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1597,1983,79,HighSeason,[2-3],Standard,[0-160],[2-2],True
1598,1984,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1599,1985,201,OffSeason,[2-3],Nonref,[260-360],[3-4],False
1600,1986,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1601,1987,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1602,1988,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
1603,1989,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1604,1990,261,LowSeason,[4-7],Nonref,[160-260],[5-inf],False
1605,1991,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1606,1992,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1607,1993,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1608,706,28,OffSeason,[4-7],Standard,[160-260],[3-4],False
1609,1994,117,OffSeason,[4-7],Nonref,[160-260],[3-4],False
1610,1995,262,HighSeason,[8-inf],Nonref,[160-260],[2-2],True
1611,1996,69,OffSeason,[2-3],Nonref,[0-160],[2-2],True
1612,1997,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1613,1998,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1614,1999,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1615,2000,71,OffSeason,[2-3],Standard,[260-360],[5-inf],False
1616,2001,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1617,1,117,OffSeason,[4-7],Nonref,[160-260],[3-4],False
1618,2002,197,OffSeason,[2-3],Nonref,[260-360],[2-2],True
1619,2003,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1620,1601,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1621,2004,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
1622,2005,263,LowSeason,[4-7],Standard,[260-360],[2-2],True
1623,2006,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
1624,2007,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1625,2008,123,HighSeason,[2-3],Standard,[160-260],[2-2],False
1626,2009,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
1627,2010,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1628,1484,168,OffSeason,[4-7],Nonref,[160-260],[1-1],False
1629,2011,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
1630,2012,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
1631,2013,109,OffSeason,[4-7],Nonref,[260-360],[3-4],True
1632,2014,71,OffSeason,[2-3],Standard,[260-360],[5-inf],False
1633,2015,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1634,2016,138,OffSeason,[2-3],Nonref,[160-260],[1-1],True
1635,2017,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1636,2018,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
1637,2019,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1638,2021,62,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1639,2022,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1640,2023,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
1641,2024,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1642,2025,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
1643,2026,40,OffSeason,[4-7],Standard,[160-260],[1-1],True
1644,2027,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
1645,2028,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1646,2029,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
1647,2030,264,LowSeason,[2-3],Nonref,[160-260],[2-2],False
1648,2031,69,OffSeason,[2-3],Nonref,[0-160],[2-2],True
1649,2033,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
1650,2034,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1651,2035,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1652,2036,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
1653,2037,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1654,2038,197,OffSeason,[2-3],Nonref,[260-360],[2-2],True
1655,2039,28,OffSeason,[4-7],Standard,[160-260],[3-4],False
1656,2040,74,HighSeason,[8-inf],Nonref,[160-260],[3-4],True
1657,2041,265,OffSeason,[4-7],Standard,[0-160],[1-1],False
1658,2042,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1659,2043,266,LowSeason,[2-3],Standard,[0-160],[2-2],True
1660,2044,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
1661,2045,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1662,2046,158,HighSeason,[4-7],Nonref,[160-260],[3-4],True
1663,2047,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1664,2048,209,HighSeason,[2-3],Standard,[260-360],[5-inf],False
1665,2049,140,HighSeason,[4-7],Standard,[260-360],[3-4],True
1666,2050,72,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1667,2051,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1668,2052,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1669,2053,173,OffSeason,[0-1],Standard,[160-260],[3-4],True
1670,2054,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
1671,2055,40,OffSeason,[4-7],Standard,[160-260],[1-1],True
1672,706,40,OffSeason,[4-7],Standard,[160-260],[1-1],True
1673,2056,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1674,2057,267,LowSeason,[2-3],Standard,[260-360],[3-4],False
1675,2058,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1676,2059,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1677,2060,199,LowSeason,[2-3],Nonref,[160-260],[3-4],True
1678,2061,102,LowSeason,[4-7],Nonref,[160-260],[5-inf],True
1679,2062,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1680,2063,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1681,2064,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1682,2065,170,LowSeason,[4-7],Nonref,[260-360],[5-inf],True
1683,2066,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1684,2067,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1685,2068,142,LowSeason,[2-3],Nonref,[160-260],[2-2],True
1686,2069,260,LowSeason,[4-7],Nonref,[260-360],[5-inf],False
1687,2070,115,LowSeason,[4-7],Nonref,[160-260],[2-2],True
1688,2071,268,LowSeason,[4-7],Nonref,[160-260],[2-2],False
1689,2072,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1690,2073,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1691,2074,167,HighSeason,[4-7],Nonref,[260-360],[3-4],True
1692,2075,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1693,2076,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1694,706,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
1695,2077,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1696,2078,269,LowSeason,[4-7],Standard,[160-260],[2-2],False
1697,2079,200,HighSeason,[2-3],Standard,[260-360],[5-inf],True
1698,2080,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1699,2081,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
1700,2082,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1701,2083,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1702,2084,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1703,2085,98,HighSeason,[4-7],Standard,[260-360],[5-inf],True
1704,2086,117,OffSeason,[4-7],Nonref,[160-260],[3-4],False
1705,2087,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1706,2088,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1707,2090,33,OffSeason,[2-3],Standard,[260-360],[2-2],True
1708,2091,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1709,2092,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1710,2093,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1711,2094,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1712,2095,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1713,2096,62,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1714,2097,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1715,2098,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
1716,2099,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1717,2100,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1718,2101,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1719,2102,270,OffSeason,[4-7],Nonref,[260-360],[2-2],True
1720,2103,65,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
1721,2104,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1722,2105,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
1723,2107,71,OffSeason,[2-3],Standard,[260-360],[5-inf],False
1724,2108,271,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
1725,2109,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1726,2110,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
1727,2112,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1728,2113,255,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
1729,1994,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1730,2114,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1731,706,251,OffSeason,[0-1],Standard,[160-260],[2-2],False
1732,870,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1733,706,272,HighSeason,[0-1],Standard,[160-260],[3-4],False
1734,2116,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
1735,2117,95,OffSeason,[8-inf],Standard,[160-260],[3-4],True
1736,1287,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
1737,2118,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1738,2119,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1739,2120,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
1740,2121,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1741,2122,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1742,2124,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1743,2126,108,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
1744,2127,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1745,2128,168,OffSeason,[4-7],Nonref,[160-260],[1-1],False
1746,2129,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1747,2130,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
1748,2131,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
1749,2132,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
1750,2133,72,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1751,2134,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1752,2135,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
1753,2136,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1754,2137,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1755,2138,171,OffSeason,[2-3],Nonref,[160-260],[5-inf],False
1756,2140,188,LowSeason,[4-7],Standard,[160-260],[2-2],True
1757,2141,239,LowSeason,[2-3],Standard,[160-260],[3-4],False
1758,2142,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1759,2143,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1760,2144,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
1761,2145,117,OffSeason,[4-7],Nonref,[160-260],[3-4],False
1762,2146,88,HighSeason,[4-7],Nonref,[160-260],[2-2],True
1763,2147,207,HighSeason,[2-3],Standard,[160-260],[5-inf],True
1764,2148,188,LowSeason,[4-7],Standard,[160-260],[2-2],True
1765,2149,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
1766,2150,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
1767,2151,69,OffSeason,[2-3],Nonref,[0-160],[2-2],True
1768,2152,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1769,2153,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1770,2154,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1771,2155,264,LowSeason,[2-3],Nonref,[160-260],[2-2],False
1772,2156,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1773,2157,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
1774,2158,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1775,2159,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1776,706,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1777,1178,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1778,1178,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1779,2160,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1780,2161,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1781,2162,235,LowSeason,[2-3],Nonref,[160-260],[3-4],False
1782,706,38,OffSeason,[8-inf],Standard,[160-260],[2-2],True
1783,2163,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1784,2164,142,LowSeason,[2-3],Nonref,[160-260],[2-2],True
1785,2165,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
1786,2166,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
1787,2167,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
1788,2168,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1789,1729,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1790,2169,84,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
1791,2170,88,HighSeason,[4-7],Nonref,[160-260],[2-2],True
1792,2171,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1793,2172,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1794,2173,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1795,2174,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1796,2175,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1797,2176,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1798,2177,239,LowSeason,[2-3],Standard,[160-260],[3-4],False
1799,2178,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1800,2178,274,OffSeason,[0-1],Nonref,[0-160],[2-2],True
1801,2179,91,LowSeason,[4-7],Nonref,[260-360],[3-4],True
1802,2180,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1803,2181,62,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1804,2182,230,HighSeason,[4-7],Standard,[160-260],[3-4],False
1805,2183,118,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
1806,2184,275,HighSeason,[8-inf],Nonref,[160-260],[5-inf],True
1807,2185,115,LowSeason,[4-7],Nonref,[160-260],[2-2],True
1808,2186,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
1809,2187,276,LowSeason,[0-1],Nonref,[160-260],[3-4],True
1810,2188,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1811,2189,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
1812,2190,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1813,2191,90,OffSeason,[2-3],Standard,[0-160],[2-2],False
1814,2192,239,LowSeason,[2-3],Standard,[160-260],[3-4],False
1815,2193,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1816,2194,75,OffSeason,[4-7],Nonref,[0-160],[2-2],True
1817,2195,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
1818,2196,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1819,2198,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1820,2199,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1821,706,234,OffSeason,[0-1],Standard,[160-260],[3-4],False
1822,2200,89,LowSeason,[2-3],Nonref,[260-360],[5-inf],False
1823,2201,256,HighSeason,[4-7],Standard,[160-260],[5-inf],True
1824,2202,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
1825,2203,157,LowSeason,[2-3],Standard,[160-260],[2-2],True
1826,2204,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1827,2205,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1828,2206,158,HighSeason,[4-7],Nonref,[160-260],[3-4],True
1829,2207,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1830,2208,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1831,2209,277,LowSeason,[4-7],Standard,[0-160],[2-2],False
1832,2210,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1833,2212,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
1834,2213,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1835,2214,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
1836,2215,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1837,2216,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
1838,2217,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
1839,2219,254,HighSeason,[4-7],Standard,[260-360],[3-4],False
1840,2220,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1841,2221,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
1842,2222,200,HighSeason,[2-3],Standard,[260-360],[5-inf],True
1843,2223,211,HighSeason,[2-3],Nonref,[160-260],[2-2],True
1844,2223,211,HighSeason,[2-3],Nonref,[160-260],[2-2],True
1845,2224,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1846,2225,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
1847,2226,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1848,2227,199,LowSeason,[2-3],Nonref,[160-260],[3-4],True
1849,2228,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1850,2229,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1851,2230,278,LowSeason,[4-7],Standard,[160-260],[3-4],False
1852,2231,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
1853,2233,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1854,2234,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
1855,2235,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
1856,2237,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1857,2238,260,LowSeason,[4-7],Nonref,[260-360],[5-inf],False
1858,2239,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
1859,2240,108,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
1860,2241,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1861,2242,135,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
1862,2243,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
1863,2244,157,LowSeason,[2-3],Standard,[160-260],[2-2],True
1864,2246,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
1865,2247,279,HighSeason,[4-7],Nonref,[260-360],[2-2],True
1866,2248,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1867,2249,232,LowSeason,[4-7],Standard,[260-360],[3-4],True
1868,2250,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1869,2251,201,OffSeason,[2-3],Nonref,[260-360],[3-4],False
1870,2252,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1871,2253,209,HighSeason,[2-3],Standard,[260-360],[5-inf],False
1872,2254,147,OffSeason,[2-3],Nonref,[0-160],[2-2],False
1873,2255,280,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
1874,2256,271,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
1875,2257,232,LowSeason,[4-7],Standard,[260-360],[3-4],True
1876,2258,115,LowSeason,[4-7],Nonref,[160-260],[2-2],True
1877,2259,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1878,2260,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1879,2261,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1880,2262,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1881,2263,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1882,1904,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1883,2264,200,HighSeason,[2-3],Standard,[260-360],[5-inf],True
1884,2266,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1885,2267,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1886,2268,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1887,2269,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1888,2270,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
1889,2271,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1890,2272,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1891,1807,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
1892,2273,256,HighSeason,[4-7],Standard,[160-260],[5-inf],True
1893,2274,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1894,2275,207,HighSeason,[2-3],Standard,[160-260],[5-inf],True
1895,2276,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
1896,2277,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1897,2278,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1898,2280,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1899,2281,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
1900,2282,145,LowSeason,[2-3],Standard,[260-360],[5-inf],True
1901,2283,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
1902,962,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1903,2284,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
1904,2285,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
1905,2286,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
1906,2287,78,HighSeason,[2-3],Nonref,[160-260],[3-4],True
1907,2288,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1908,2289,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1909,2290,281,HighSeason,[4-7],Standard,[160-260],[2-2],False
1910,2145,234,OffSeason,[0-1],Standard,[160-260],[3-4],False
1911,2291,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1912,2292,282,HighSeason,[2-3],Standard,[160-260],[2-2],True
1913,2261,283,OffSeason,[8-inf],Standard,[260-360],[1-1],True
1914,2293,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1915,2294,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
1916,2295,150,OffSeason,[2-3],Nonref,[260-360],[2-2],False
1917,2296,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
1918,2298,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
1919,2300,91,LowSeason,[4-7],Nonref,[260-360],[3-4],True
1920,2301,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1921,2302,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1922,2303,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1923,2304,207,HighSeason,[2-3],Standard,[160-260],[5-inf],True
1924,2305,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1925,2306,281,HighSeason,[4-7],Standard,[160-260],[2-2],False
1926,2308,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1927,2309,145,LowSeason,[2-3],Standard,[260-360],[5-inf],True
1928,2310,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1929,2311,158,HighSeason,[4-7],Nonref,[160-260],[3-4],True
1930,2312,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
